web-scraper-order,web-scraper-start-url,schoollınk,schoollınk-href,CNO,SEX,AGGT,DIV,DETAILED SUBJECTS,headıng,Stats
"1548667043-2624","https://matokeo.necta.go.tz/csee/csee.htm","S2636 URUGHU","https://matokeo.necta.go.tz/csee/results/s2636.htm","S2636/0001","F","34","0","CIV - 'F'   HIST - 'D'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S2636 URUGHU SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 2;  DIV-III = 3;  DIV-IV = 8;  DIV-0 = 6"
"1548675896-4603","https://matokeo.necta.go.tz/csee/csee.htm","S0468 KIRIKI","https://matokeo.necta.go.tz/csee/results/s0468.htm","S0468/0001","F","24","III","CIV - 'C'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'B'   PHY - 'F'   CHEM - 'F'   BIO - 'C'   B/MATH - 'F'","S0468 KIRIKI SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 4;  DIV-III = 3;  DIV-IV = 25;  DIV-0 = 6"
"1548656624-154","https://matokeo.necta.go.tz/csee/csee.htm","S5321 LITIPU","https://matokeo.necta.go.tz/csee/results/s5321.htm","S5321/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'F'   BIO - 'D'   B/MATH - 'F'","S5321 LITIPU SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 6;  DIV-0 = 2"
"1548665055-2183","https://matokeo.necta.go.tz/csee/csee.htm","S3084 RUKIMA","https://matokeo.necta.go.tz/csee/results/s3084.htm","S3084/0001","F","29","IV","CIV - 'D'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'C'   PHY - 'F'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S3084 RUKIMA SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 4;  DIV-III = 9;  DIV-IV = 27;  DIV-0 = 4"
"1548668733-3014","https://matokeo.necta.go.tz/csee/csee.htm","S2218 NAHUKAHUKA","https://matokeo.necta.go.tz/csee/results/s2218.htm","S2218/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   BIO - 'F'   B/MATH - 'F'","S2218 NAHUKAHUKA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 7;  DIV-0 = 3"
"1548679132-5646","https://matokeo.necta.go.tz/csee/csee.htm","P0770 SUMVE HIGH SCHOOL CENTRE","https://matokeo.necta.go.tz/csee/results/p0770.htm","P0770/0001","F","31","IV","CIV - 'F'   HIST - 'F'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","P0770 SUMVE HIGH SCHOOL CENTRE","DIV-I = 1;  DIV-II = 1;  DIV-III = 3;  DIV-IV = 16;  DIV-0 = 1"
"1548660249-953","https://matokeo.necta.go.tz/csee/csee.htm","S4389 MPENDO","https://matokeo.necta.go.tz/csee/results/s4389.htm","S4389/0001","F","-","ABS","CIV - 'X'   HIST - 'X'   GEO - 'X'   KISW - 'X'   ENGL - 'X'   CHEM - 'X'   BIO - 'X'   B/MATH - 'X'","S4389 MPENDO SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 1;  DIV-IV = 2;  DIV-0 = 2"
"1548677802-5091","https://matokeo.necta.go.tz/csee/csee.htm","P3792 FABCAST  CENTRE","https://matokeo.necta.go.tz/csee/results/p3792.htm","P3792/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   BIO - 'F'   B/MATH - 'F'","P3792 FABCAST SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 2;  DIV-0 = 0"
"1548675632-4551","https://matokeo.necta.go.tz/csee/csee.htm","S0530 NDWIKA GIRLS","https://matokeo.necta.go.tz/csee/results/s0530.htm","S0530/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S0530 NDWIKA GIRLS SECONDARY SCHOOL","DIV-I = 3;  DIV-II = 12;  DIV-III = 13;  DIV-IV = 52;  DIV-0 = 6"
"1548672196-3831","https://matokeo.necta.go.tz/csee/csee.htm","S1343 ANNE MARIE","https://matokeo.necta.go.tz/csee/results/s1343.htm","S1343/0001","F","22","III","CIV - 'C'   HIST - 'C'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   PHY - 'F'   CHEM - 'C'   BIO - 'C'   B/MATH - 'D'","S1343 ANNE MARIE SECONDARY SCHOOL","DIV-I = 28;  DIV-II = 58;  DIV-III = 49;  DIV-IV = 6;  DIV-0 = 0"
"1548669576-3231","https://matokeo.necta.go.tz/csee/csee.htm","S1998 BRAINY HEROES BOYS'","https://matokeo.necta.go.tz/csee/results/s1998.htm","S1998/0001","M","24","III","CIV - 'C'   HIST - 'C'   GEO - 'C'   KISW - 'D'   ENGL - 'D'   PHY - 'F'   CHEM - 'D'   BIO - 'C'   B/MATH - 'D'","S1998 BRAINY HEROES BOYS' SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 3;  DIV-III = 3;  DIV-IV = 3;  DIV-0 = 0"
"1548677164-4882","https://matokeo.necta.go.tz/csee/csee.htm","P5561 FRANSALIAN HEKIMA EDUCATION CENTRE","https://matokeo.necta.go.tz/csee/results/p5561.htm","P5561/0001","F","27","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   BIO - 'D'   B/MATH - 'F'","P5561 FRANSALIAN HEKIMA EDUCATION CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 9;  DIV-IV = 18;  DIV-0 = 0"
"1548670086-3344","https://matokeo.necta.go.tz/csee/csee.htm","S1873 SONGWE","https://matokeo.necta.go.tz/csee/results/s1873.htm","S1873/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S1873 SONGWE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 7;  DIV-III = 18;  DIV-IV = 65;  DIV-0 = 27"
"1548657266-316","https://matokeo.necta.go.tz/csee/csee.htm","S5129 MUHUNGA","https://matokeo.necta.go.tz/csee/results/s5129.htm","S5129/0001","F","28","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'D'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'C'   B/MATH - 'F'","S5129 MUHUNGA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 5;  DIV-IV = 10;  DIV-0 = 3"
"1548673861-4196","https://matokeo.necta.go.tz/csee/csee.htm","S0932 KITULI","https://matokeo.necta.go.tz/csee/results/s0932.htm","S0932/0001","F","28","IV","CIV - 'D'   HIST - 'F'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   BIO - 'D'   B/MATH - 'F'","S0932 KITULI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 6;  DIV-III = 21;  DIV-IV = 58;  DIV-0 = 9"
"1548660664-1044","https://matokeo.necta.go.tz/csee/csee.htm","S4286 JOSHUA","https://matokeo.necta.go.tz/csee/results/s4286.htm","S4286/0001","F","24","III","CIV - 'D'   HIST - 'D'   GEO - 'C'   KISW - 'C'   ENGL - 'C'   LIT ENG - 'F'   PHY - 'F'   CHEM - 'D'   BIO - 'C'   B/MATH - 'F'","S4286 JOSHUA  SECONDARY SCHOOL","DIV-I = 3;  DIV-II = 8;  DIV-III = 20;  DIV-IV = 7;  DIV-0 = 0"
"1548669236-3147","https://matokeo.necta.go.tz/csee/csee.htm","S2084 MKIRIRA","https://matokeo.necta.go.tz/csee/results/s2084.htm","S2084/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S2084 MKIRIRA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 2;  DIV-IV = 8;  DIV-0 = 16"
"1548666343-2482","https://matokeo.necta.go.tz/csee/csee.htm","S2780 THEMI","https://matokeo.necta.go.tz/csee/results/s2780.htm","S2780/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S2780 THEMI SECONDARY SCHOOL","DIV-I = 3;  DIV-II = 18;  DIV-III = 38;  DIV-IV = 128;  DIV-0 = 57"
"1548671428-3649","https://matokeo.necta.go.tz/csee/csee.htm","S1547 SINO-TANZANIA FRIENDSHIP","https://matokeo.necta.go.tz/csee/results/s1547.htm","S1547/0001","F","24","III","CIV - 'D'   HIST - 'D'   GEO - 'D'   E/D/KIISLAMU - 'C'   KISW - 'B'   ENGL - 'C'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S1547 SINO-TANZANIA FRIENDSHIP SECONDARY SCHOOL","DIV-I = 3;  DIV-II = 5;  DIV-III = 13;  DIV-IV = 62;  DIV-0 = 8"
"1548679236-5691","https://matokeo.necta.go.tz/csee/csee.htm","P0688 MSAKILA  CENTRE","https://matokeo.necta.go.tz/csee/results/p0688.htm","P0688/0001","F","-","0","CIV - 'F'   HIST - 'F'   ENGL - 'F'   LIT ENG - 'F'","P0688 MSAKILA SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 5;  DIV-IV = 50;  DIV-0 = 15"
"1548663949-1953","https://matokeo.necta.go.tz/csee/csee.htm","S3317 KOMNYANG'ANYO","https://matokeo.necta.go.tz/csee/results/s3317.htm","S3317/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'D'   KISW - 'C'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S3317 KOMNYANG'ANYO SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 5;  DIV-IV = 34;  DIV-0 = 14"
"1548661051-1171","https://matokeo.necta.go.tz/csee/csee.htm","S4145 LISIMONJI","https://matokeo.necta.go.tz/csee/results/s4145.htm","S4145/0001","F","27","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S4145 LISIMONJI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 1;  DIV-IV = 13;  DIV-0 = 0"
"1548675362-4500","https://matokeo.necta.go.tz/csee/csee.htm","S0594 FRANKWESTON","https://matokeo.necta.go.tz/csee/results/s0594.htm","S0594/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S0594 FRANKWESTON SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 8;  DIV-III = 17;  DIV-IV = 62;  DIV-0 = 63"
"1548659971-891","https://matokeo.necta.go.tz/csee/csee.htm","S4463 LAKE SAGARA","https://matokeo.necta.go.tz/csee/results/s4463.htm","S4463/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S4463 LAKE SAGARA  SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 2;  DIV-III = 9;  DIV-IV = 19;  DIV-0 = 1"
"1548670073-3341","https://matokeo.necta.go.tz/csee/csee.htm","S1878 NASHOLI","https://matokeo.necta.go.tz/csee/results/s1878.htm","S1878/0001","F","30","IV","CIV - 'D'   HIST - 'D'   GEO - 'F'   KISW - 'D'   ENGL - 'C'   LIT ENG - 'F'   BIO - 'F'   B/MATH - 'F'","S1878 NASHOLI SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 2;  DIV-III = 7;  DIV-IV = 35;  DIV-0 = 21"
"1548674961-4420","https://matokeo.necta.go.tz/csee/csee.htm","S0683 KALENGA","https://matokeo.necta.go.tz/csee/results/s0683.htm","S0683/0001","F","29","IV","CIV - 'F'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   LIT ENG - 'F'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S0683 KALENGA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 8;  DIV-III = 25;  DIV-IV = 97;  DIV-0 = 30"
"1548667907-2828","https://matokeo.necta.go.tz/csee/csee.htm","S2414 MIZINGANI","https://matokeo.necta.go.tz/csee/results/s2414.htm","S2414/0001","F","30","IV","CIV - 'F'   GEO - 'F'   E/D/KIISLAMU - 'D'   KISW - 'C'   ENGL - 'F'   ARABIC LANGUAGE - 'F'   PHY - 'F'   CHEM - 'D'   BIO - 'D'   B/MATH - 'F'","S2414 MIZINGANI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 1;  DIV-IV = 26;  DIV-0 = 13"
"1548668429-2950","https://matokeo.necta.go.tz/csee/csee.htm","S2283 NKUNGA","https://matokeo.necta.go.tz/csee/results/s2283.htm","S2283/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S2283 NKUNGA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 9;  DIV-IV = 22;  DIV-0 = 19"
"1548659624-812","https://matokeo.necta.go.tz/csee/csee.htm","S4550 MKATANGA","https://matokeo.necta.go.tz/csee/results/s4550.htm","S4550/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S4550 MKATANGA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 9;  DIV-IV = 22;  DIV-0 = 6"
"1548657260-315","https://matokeo.necta.go.tz/csee/csee.htm","S5130 SHAMSIYE BOYS'","https://matokeo.necta.go.tz/csee/results/s5130.htm","S5130/0001","M","11","I","CIV - 'C'   HIST - 'B'   GEO - 'B'   E/D/KIISLAMU - 'B'   KISW - 'B'   ENGL - 'B'   PHY - 'A'   CHEM - 'A'   BIO - 'A'   B/MATH - 'B'","S5130 SHAMSIYE BOYS' SECONDARY SCHOOL","DIV-I = 38;  DIV-II = 4;  DIV-III = 1;  DIV-IV = 0;  DIV-0 = 0"
"1548666984-2609","https://matokeo.necta.go.tz/csee/csee.htm","S2651 BUKONDO","https://matokeo.necta.go.tz/csee/results/s2651.htm","S2651/0001","F","21","II","CIV - 'C'   HIST - 'C'   GEO - 'D'   KISW - 'B'   ENGL - 'B'   PHY - 'F'   CHEM - 'D'   BIO - 'C'   B/MATH - 'D'","S2651 BUKONDO SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 16;  DIV-III = 14;  DIV-IV = 36;  DIV-0 = 23"
"1548679312-5722","https://matokeo.necta.go.tz/csee/csee.htm","P0616 MWANDIGA  CENTRE","https://matokeo.necta.go.tz/csee/results/p0616.htm","P0616/0001","F","-","IV","CIV - 'D'   GEO - 'C'   ENGL - 'B'   LIT ENG - 'D'","P0616 MWANDIGA SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 4;  DIV-0 = 3"
"1548667877-2822","https://matokeo.necta.go.tz/csee/csee.htm","S2421 STAR","https://matokeo.necta.go.tz/csee/results/s2421.htm","S2421/0001","F","20","II","CIV - 'C'   HIST - 'D'   GEO - 'C'   KISW - 'C'   ENGL - 'C'   CHEM - 'C'   BIO - 'C'   B/MATH - 'B'","S2421 STAR SECONDARY SCHOOL","DIV-I = 22;  DIV-II = 73;  DIV-III = 27;  DIV-IV = 9;  DIV-0 = 0"
"1548671662-3706","https://matokeo.necta.go.tz/csee/csee.htm","S1488 ILOLO","https://matokeo.necta.go.tz/csee/results/s1488.htm","S1488/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'D'   KISW - 'D'   ENGL - 'D'   BIO - 'F'   B/MATH - 'F'","S1488 ILOLO SECONDARY SCHOOL","DIV-I = 3;  DIV-II = 10;  DIV-III = 23;  DIV-IV = 62;  DIV-0 = 31"
"1548661545-1367","https://matokeo.necta.go.tz/csee/csee.htm","S3933 RISING STAR","https://matokeo.necta.go.tz/csee/results/s3933.htm","S3933/0001","F","17","I","CIV - 'C'   HIST - 'C'   GEO - 'C'   KISW - 'B'   ENGL - 'A'   LIT ENG - 'C'   BIO - 'B'   B/MATH - 'C'","S3933 RISING STAR SECONDARY SCHOOL","DIV-I = 42;  DIV-II = 10;  DIV-III = 0;  DIV-IV = 0;  DIV-0 = 0"
"1548663653-1881","https://matokeo.necta.go.tz/csee/csee.htm","S3390 GYEKRUMARUSHA","https://matokeo.necta.go.tz/csee/results/s3390.htm","S3390/0001","F","27","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   CHEM - 'F'   BIO - 'D'   AGRI - 'F'   B/MATH - 'F'","S3390 GYEKRUMARUSHA  SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 5;  DIV-III = 13;  DIV-IV = 36;  DIV-0 = 12"
"1548674389-4305","https://matokeo.necta.go.tz/csee/csee.htm","S0813 MAHIDA","https://matokeo.necta.go.tz/csee/results/s0813.htm","S0813/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S0813 MAHIDA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 8;  DIV-IV = 34;  DIV-0 = 13"
"1548669819-3289","https://matokeo.necta.go.tz/csee/csee.htm","S1937 MANGAMBA","https://matokeo.necta.go.tz/csee/results/s1937.htm","S1937/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'C'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S1937 MANGAMBA SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 0;  DIV-III = 4;  DIV-IV = 16;  DIV-0 = 4"
"1548666183-2442","https://matokeo.necta.go.tz/csee/csee.htm","S2822 YAEDA AMPA","https://matokeo.necta.go.tz/csee/results/s2822.htm","S2822/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   CHEM - 'F'   BIO - 'D'   AGRI - 'F'   B/MATH - 'F'","S2822 YAEDA AMPA  SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 10;  DIV-III = 4;  DIV-IV = 17;  DIV-0 = 1"
"1548676593-4750","https://matokeo.necta.go.tz/csee/csee.htm","S0265 CORNELIUS GIRLS","https://matokeo.necta.go.tz/csee/results/s0265.htm","S0265/0001","F","25","III","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   LIT ENG - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'C'   B/MATH - 'D'","S0265 CORNELIUS GIRLS SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 5;  DIV-III = 14;  DIV-IV = 1;  DIV-0 = 0"
"1548659464-782","https://matokeo.necta.go.tz/csee/csee.htm","S4582 LUNDAMATWE","https://matokeo.necta.go.tz/csee/results/s4582.htm","S4582/0001","F","24","III","CIV - 'D'   HIST - 'C'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   LIT ENG - 'D'   PHY - 'F'   CHEM - 'D'   BIO - 'C'   B/MATH - 'F'","S4582 LUNDAMATWE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 5;  DIV-III = 15;  DIV-IV = 39;  DIV-0 = 21"
"1548673695-4160","https://matokeo.necta.go.tz/csee/csee.htm","S0974 NELA","https://matokeo.necta.go.tz/csee/results/s0974.htm","S0974/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S0974 NELA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 6;  DIV-III = 9;  DIV-IV = 51;  DIV-0 = 35"
"1548673011-4009","https://matokeo.necta.go.tz/csee/csee.htm","S1147 SINON","https://matokeo.necta.go.tz/csee/results/s1147.htm","S1147/0001","F","32","IV","CIV - 'F'   HIST - 'D'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   LIT ENG - 'F'   BIO - 'F'   B/MATH - 'F'   COMM - 'F'   B/KEEPING - 'F'","S1147 SINON SECONDARY SCHOOL","DIV-I = 11;  DIV-II = 41;  DIV-III = 36;  DIV-IV = 154;  DIV-0 = 76"
"1548665777-2348","https://matokeo.necta.go.tz/csee/csee.htm","S2917 BASODESH","https://matokeo.necta.go.tz/csee/results/s2917.htm","S2917/0001","F","23","III","CIV - 'D'   HIST - 'D'   GEO - 'C'   KISW - 'C'   ENGL - 'C'   PHY - 'D'   CHEM - 'C'   BIO - 'C'   B/MATH - 'F'","S2917 BASODESH  SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 10;  DIV-III = 13;  DIV-IV = 10;  DIV-0 = 0"
"1548671292-3617","https://matokeo.necta.go.tz/csee/csee.htm","S1581 NGUVUMALI","https://matokeo.necta.go.tz/csee/results/s1581.htm","S1581/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'C'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S1581 NGUVUMALI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 5;  DIV-III = 15;  DIV-IV = 77;  DIV-0 = 58"
"1548667832-2813","https://matokeo.necta.go.tz/csee/csee.htm","S2430 BUMBWINI","https://matokeo.necta.go.tz/csee/results/s2430.htm","S2430/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'F'   ENGL - 'F'   ARABIC LANGUAGE - 'F'   BIO - 'F'   B/MATH - 'F'","S2430 BUMBWINI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 46;  DIV-0 = 35"
"1548661200-1231","https://matokeo.necta.go.tz/csee/csee.htm","S4080 SHAMBARAI","https://matokeo.necta.go.tz/csee/results/s4080.htm","S4080/0001","F","30","IV","CIV - 'D'   HIST - 'D'   GEO - 'F'   KISW - 'C'   ENGL - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S4080 SHAMBARAI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 5;  DIV-IV = 17;  DIV-0 = 6"
"1548658560-578","https://matokeo.necta.go.tz/csee/csee.htm","S4835 MABALE","https://matokeo.necta.go.tz/csee/results/s4835.htm","S4835/0001","F","29","IV","CIV - 'D'   HIST - 'D'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S4835 MABALE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 3;  DIV-III = 6;  DIV-IV = 22;  DIV-0 = 13"
"1548661148-1210","https://matokeo.necta.go.tz/csee/csee.htm","S4102 MPELEPELE","https://matokeo.necta.go.tz/csee/results/s4102.htm","S4102/0001","F","27","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'B'   ENGL - 'D'   BIO - 'D'   B/MATH - 'F'","S4102 MPELEPELE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 8;  DIV-III = 3;  DIV-IV = 15;  DIV-0 = 1"
"1548667226-2671","https://matokeo.necta.go.tz/csee/csee.htm","S2588 BULEMEJI","https://matokeo.necta.go.tz/csee/results/s2588.htm","S2588/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S2588 BULEMEJI SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 4;  DIV-III = 8;  DIV-IV = 30;  DIV-0 = 17"
"1548657730-410","https://matokeo.necta.go.tz/csee/csee.htm","S5023 KIBAYA","https://matokeo.necta.go.tz/csee/results/s5023.htm","S5023/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S5023 KIBAYA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 12;  DIV-IV = 34;  DIV-0 = 42"
"1548666858-2585","https://matokeo.necta.go.tz/csee/csee.htm","S2676 IPEPA","https://matokeo.necta.go.tz/csee/results/s2676.htm","S2676/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'D'   KISW - 'D'   ENGL - 'F'   LIT ENG - 'F'   BIO - 'F'   B/MATH - 'F'","S2676 IPEPA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 8;  DIV-III = 16;  DIV-IV = 35;  DIV-0 = 6"
"1548668785-3024","https://matokeo.necta.go.tz/csee/csee.htm","S2208 RUHANGA","https://matokeo.necta.go.tz/csee/results/s2208.htm","S2208/0001","F","24","III","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'B'   ENGL - 'C'   LIT ENG - 'C'   PHY - 'F'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S2208 RUHANGA SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 9;  DIV-III = 15;  DIV-IV = 46;  DIV-0 = 23"
"1548658860-650","https://matokeo.necta.go.tz/csee/csee.htm","S4754 NGORONGO","https://matokeo.necta.go.tz/csee/results/s4754.htm","S4754/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'C'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S4754 NGORONGO SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 7;  DIV-IV = 17;  DIV-0 = 7"
"1548660503-1004","https://matokeo.necta.go.tz/csee/csee.htm","S4329 NSHAMBYA","https://matokeo.necta.go.tz/csee/results/s4329.htm","S4329/0001","F","32","IV","CIV - 'F'   HIST - 'D'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   LIT ENG - 'F'   BIO - 'F'   B/MATH - 'F'","S4329 NSHAMBYA  SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 5;  DIV-IV = 26;  DIV-0 = 5"
"1548659103-713","https://matokeo.necta.go.tz/csee/csee.htm","S4681 KIBWEGERE","https://matokeo.necta.go.tz/csee/results/s4681.htm","S4681/0001","F","31","IV","CIV - 'D'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   BIO - 'F'   B/MATH - 'F'   COMM - 'F'   B/KEEPING - 'F'","S4681 KIBWEGERE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 5;  DIV-IV = 29;  DIV-0 = 8"
"1548669849-3295","https://matokeo.necta.go.tz/csee/csee.htm","S1931 MYOVIZI","https://matokeo.necta.go.tz/csee/results/s1931.htm","S1931/0001","F","31","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   LIT ENG - 'D'   BIO - 'D'   B/MATH - 'F'","S1931 MYOVIZI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 7;  DIV-III = 13;  DIV-IV = 45;  DIV-0 = 6"
