web-scraper-order,web-scraper-start-url,schoollınk,schoollınk-href,CNO,SEX,AGGT,DIV,DETAILED SUBJECTS,headıng,Stats
"1548662859-1709","https://matokeo.necta.go.tz/csee/csee.htm","S3564 MADAGO","https://matokeo.necta.go.tz/csee/results/s3564.htm","S3564/0001","F","-","ABS","CIV - 'X'   HIST - 'X'   GEO - 'X'   KISW - 'X'   ENGL - 'X'   BIO - 'X'   B/MATH - 'X'","S3564 MADAGO SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 1;  DIV-III = 5;  DIV-IV = 44;  DIV-0 = 46"
"1548665518-2296","https://matokeo.necta.go.tz/csee/csee.htm","S2969 HABIYA","https://matokeo.necta.go.tz/csee/results/s2969.htm","S2969/0001","F","28","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'D'   AGRI - 'F'   B/MATH - 'F'","S2969 HABIYA SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 2;  DIV-III = 2;  DIV-IV = 9;  DIV-0 = 1"
"1548660882-1105","https://matokeo.necta.go.tz/csee/csee.htm","S4215 GWANDI","https://matokeo.necta.go.tz/csee/results/s4215.htm","S4215/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S4215 GWANDI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 3;  DIV-IV = 10;  DIV-0 = 5"
"1548665876-2372","https://matokeo.necta.go.tz/csee/csee.htm","S2893 MKONZE","https://matokeo.necta.go.tz/csee/results/s2893.htm","S2893/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S2893 MKONZE SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 4;  DIV-III = 10;  DIV-IV = 57;  DIV-0 = 5"
"1548674061-4238","https://matokeo.necta.go.tz/csee/csee.htm","S0885 KANADI","https://matokeo.necta.go.tz/csee/results/s0885.htm","S0885/0001","F","21","II","CIV - 'C'   HIST - 'D'   GEO - 'C'   KISW - 'C'   ENGL - 'B'   PHY - 'F'   CHEM - 'C'   BIO - 'C'   AGRI - 'D'   B/MATH - 'D'","S0885 KANADI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 7;  DIV-IV = 19;  DIV-0 = 7"
"1548669438-3196","https://matokeo.necta.go.tz/csee/csee.htm","S2034 MIYUJI","https://matokeo.necta.go.tz/csee/results/s2034.htm","S2034/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'F'   LIT ENG - 'F'   BIO - 'D'   B/MATH - 'F'","S2034 MIYUJI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 7;  DIV-III = 16;  DIV-IV = 67;  DIV-0 = 45"
"1548679453-5780","https://matokeo.necta.go.tz/csee/csee.htm","P0501 UWELENI  CENTRE","https://matokeo.necta.go.tz/csee/results/p0501.htm","P0501/0001","F","-","IV","CIV - 'F'   GEO - 'F'   E/D/KIISLAMU - 'D'   ENGL - 'C'","P0501 UWELENI SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 22;  DIV-0 = 22"
"1548679695-5871","https://matokeo.necta.go.tz/csee/csee.htm","P0332 MOROGORO  CENTRE","https://matokeo.necta.go.tz/csee/results/p0332.htm","P0332/0001","F","-","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   ENGL - 'C'   LIT ENG - 'D'","P0332 MOROGORO SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 5;  DIV-IV = 232;  DIV-0 = 69"
"1548679188-5670","https://matokeo.necta.go.tz/csee/csee.htm","P0725 NEWMAN  CENTRE","https://matokeo.necta.go.tz/csee/results/p0725.htm","P0725/0001","F","-","IV","HIST - 'D'   GEO - 'F'   KISW - 'C'   ENGL - 'D'","P0725 NEWMAN SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 1;  DIV-IV = 59;  DIV-0 = 8"
"1548660490-1000","https://matokeo.necta.go.tz/csee/csee.htm","S4333 SANGE","https://matokeo.necta.go.tz/csee/results/s4333.htm","S4333/0001","F","29","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'F'   LIT ENG - 'D'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S4333 SANGE  SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 2;  DIV-IV = 14;  DIV-0 = 16"
"1548678616-5431","https://matokeo.necta.go.tz/csee/csee.htm","P1355 PETER'S CENTRE","https://matokeo.necta.go.tz/csee/results/p1355.htm","P1355/0001","F","26","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   LIT ENG - 'C'   BIO - 'F'   B/MATH - 'F'","P1355 PETER'S CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 4;  DIV-IV = 43;  DIV-0 = 30"
"1548666830-2579","https://matokeo.necta.go.tz/csee/csee.htm","S2682 KIHESA","https://matokeo.necta.go.tz/csee/results/s2682.htm","S2682/0001","F","21","II","CIV - 'C'   HIST - 'C'   GEO - 'C'   KISW - 'C'   ENGL - 'C'   PHY - 'F'   CHEM - 'C'   BIO - 'C'   B/MATH - 'F'","S2682 KIHESA SECONDARY SCHOOL","DIV-I = 8;  DIV-II = 11;  DIV-III = 42;  DIV-IV = 82;  DIV-0 = 32"
"1548665065-2185","https://matokeo.necta.go.tz/csee/csee.htm","S3082 TEMA","https://matokeo.necta.go.tz/csee/results/s3082.htm","S3082/0001","F","30","IV","CIV - 'F'   HIST - 'D'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S3082 TEMA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 11;  DIV-IV = 30;  DIV-0 = 17"
"1548657000-258","https://matokeo.necta.go.tz/csee/csee.htm","S5198 ANNA TIBAIJUKA","https://matokeo.necta.go.tz/csee/results/s5198.htm","S5198/0001","F","23","III","CIV - 'D'   HIST - 'C'   GEO - 'C'   KISW - 'C'   ENGL - 'C'   PHY - 'F'   CHEM - 'D'   BIO - 'C'   B/MATH - 'D'","S5198 ANNA TIBAIJUKA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 15;  DIV-IV = 53;  DIV-0 = 18"
"1548669223-3143","https://matokeo.necta.go.tz/csee/csee.htm","S2088 ILOLANGULU","https://matokeo.necta.go.tz/csee/results/s2088.htm","S2088/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S2088 ILOLANGULU SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 4;  DIV-III = 6;  DIV-IV = 21;  DIV-0 = 4"
"1548678225-5271","https://matokeo.necta.go.tz/csee/csee.htm","P1923 ZANZIBAR PROGRESSIVE  CENTRE","https://matokeo.necta.go.tz/csee/results/p1923.htm","P1923/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'F'   ENGL - 'F'   ARABIC LANGUAGE - 'F'","P1923 ZANZIBAR PROGRESSIVE SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 7;  DIV-0 = 4"
"1548661721-1437","https://matokeo.necta.go.tz/csee/csee.htm","S3858 BUIKO","https://matokeo.necta.go.tz/csee/results/s3858.htm","S3858/0001","F","25","III","CIV - 'D'   HIST - 'D'   GEO - 'D'   E/D/KIISLAMU - 'C'   KISW - 'B'   ENGL - 'D'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S3858 BUIKO SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 4;  DIV-IV = 19;  DIV-0 = 4"
"1548657033-265","https://matokeo.necta.go.tz/csee/csee.htm","S5191 A.I.C.T KATUNGURU CHRISTIAN SEMINARY","https://matokeo.necta.go.tz/csee/results/s5191.htm","S5191/0001","F","27","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   B/KNOWL - 'F'   KISW - 'D'   ENGL - 'C'   PHY - 'D'   CHEM - 'D'   BIO - 'D'   B/MATH - 'F'","S5191 A.I.C.T KATUNGURU CHRISTIAN SEMINARY","DIV-I = 1;  DIV-II = 4;  DIV-III = 12;  DIV-IV = 14;  DIV-0 = 0"
"1548664223-2017","https://matokeo.necta.go.tz/csee/csee.htm","S3253 KIHURIO","https://matokeo.necta.go.tz/csee/results/s3253.htm","S3253/0001","F","*S","*S","---","S3253 KIHURIO SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 11;  DIV-III = 11;  DIV-IV = 62;  DIV-0 = 29"
"1548668971-3074","https://matokeo.necta.go.tz/csee/csee.htm","S2158 NYAKIMUE","https://matokeo.necta.go.tz/csee/results/s2158.htm","S2158/0001","F","30","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   LIT ENG - 'D'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S2158 NYAKIMUE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 5;  DIV-IV = 19;  DIV-0 = 9"
"1548668879-3049","https://matokeo.necta.go.tz/csee/csee.htm","S2183 MINYUGHE","https://matokeo.necta.go.tz/csee/results/s2183.htm","S2183/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S2183 MINYUGHE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 2;  DIV-IV = 14;  DIV-0 = 5"
"1548673119-4034","https://matokeo.necta.go.tz/csee/csee.htm","S1120 MOITA","https://matokeo.necta.go.tz/csee/results/s1120.htm","S1120/0001","M","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'D'   B/MATH - 'F'","S1120 MOITA SECONDARY SCHOOL","DIV-I = 11;  DIV-II = 38;  DIV-III = 36;  DIV-IV = 37;  DIV-0 = 1"
"1548679241-5693","https://matokeo.necta.go.tz/csee/csee.htm","P0685 NAMABENGO  CENTRE","https://matokeo.necta.go.tz/csee/results/p0685.htm","P0685/0001","F","30","IV","GEO - 'F'   KISW - 'D'   ENGL - 'D'   LIT ENG - 'X'   PHY - 'F'   CHEM - 'D'   BIO - 'C'   B/MATH - 'F'","P0685 NAMABENGO SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 15;  DIV-0 = 0"
"1548656791-207","https://matokeo.necta.go.tz/csee/csee.htm","S5253 TWIBHOKI","https://matokeo.necta.go.tz/csee/results/s5253.htm","S5253/0001","F","20","II","CIV - 'D'   HIST - 'C'   GEO - 'C'   KISW - 'C'   ENGL - 'B'   PHY - 'D'   CHEM - 'C'   BIO - 'B'   B/MATH - 'D'","S5253 TWIBHOKI SECONDARY SCHOOL","DIV-I = 16;  DIV-II = 16;  DIV-III = 1;  DIV-IV = 0;  DIV-0 = 0"
"1548673582-4135","https://matokeo.necta.go.tz/csee/csee.htm","S1005 KISHIMBA","https://matokeo.necta.go.tz/csee/results/s1005.htm","S1005/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S1005 KISHIMBA SECONDARY SCHOOL","DIV-I = 3;  DIV-II = 9;  DIV-III = 21;  DIV-IV = 100;  DIV-0 = 73"
"1548679444-5776","https://matokeo.necta.go.tz/csee/csee.htm","P0511 HANDENI  CENTRE","https://matokeo.necta.go.tz/csee/results/p0511.htm","P0511/0001","F","-","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'D'","P0511 HANDENI SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 27;  DIV-0 = 8"
"1548669613-3241","https://matokeo.necta.go.tz/csee/csee.htm","S1988 MAGAGULA","https://matokeo.necta.go.tz/csee/results/s1988.htm","S1988/0001","F","29","IV","CIV - 'D'   HIST - 'F'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   LIT ENG - 'F'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S1988 MAGAGULA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 10;  DIV-IV = 25;  DIV-0 = 4"
"1548674659-4359","https://matokeo.necta.go.tz/csee/csee.htm","S0752 RUNZEWE","https://matokeo.necta.go.tz/csee/results/s0752.htm","S0752/0001","F","28","IV","CIV - 'D'   HIST - 'F'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   PHY - 'F'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S0752 RUNZEWE SECONDARY SCHOOL","DIV-I = 3;  DIV-II = 12;  DIV-III = 62;  DIV-IV = 97;  DIV-0 = 11"
"1548661349-1288","https://matokeo.necta.go.tz/csee/csee.htm","S4013 ONE STOP","https://matokeo.necta.go.tz/csee/results/s4013.htm","S4013/0001","F","*E","*E","---","S4013 ONE STOP SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 0;  DIV-0 = 0"
"1548675289-4485","https://matokeo.necta.go.tz/csee/csee.htm","S0609 MATAI","https://matokeo.necta.go.tz/csee/results/s0609.htm","S0609/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'F'   LIT ENG - 'F'   BIO - 'F'   B/MATH - 'F'","S0609 MATAI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 5;  DIV-III = 21;  DIV-IV = 123;  DIV-0 = 34"
"1548673466-4113","https://matokeo.necta.go.tz/csee/csee.htm","S1032 ITIGI","https://matokeo.necta.go.tz/csee/results/s1032.htm","S1032/0001","F","21","II","CIV - 'C'   HIST - 'C'   GEO - 'C'   PHY EDU - 'C'   KISW - 'C'   ENGL - 'C'   PHY - 'D'   CHEM - 'C'   BIO - 'C'   B/MATH - 'D'","S1032 ITIGI SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 13;  DIV-III = 23;  DIV-IV = 39;  DIV-0 = 9"
"1548679069-5619","https://matokeo.necta.go.tz/csee/csee.htm","P0839 NGERENGERE  CENTRE","https://matokeo.necta.go.tz/csee/results/p0839.htm","P0839/0001","F","-","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'F'","P0839 NGERENGERE SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 2;  DIV-0 = 1"
"1548676873-4817","https://matokeo.necta.go.tz/csee/csee.htm","S0185 SENGEREMA SEMINARY","https://matokeo.necta.go.tz/csee/results/s0185.htm","S0185/0001","M","18","II","CIV - 'C'   HIST - 'C'   GEO - 'C'   B/KNOWL - 'C'   KISW - 'B'   ENGL - 'B'   PHY - 'C'   CHEM - 'C'   BIO - 'B'   B/MATH - 'D'","S0185 SENGEREMA SEMINARY","DIV-I = 15;  DIV-II = 12;  DIV-III = 0;  DIV-IV = 0;  DIV-0 = 0"
"1548659863-866","https://matokeo.necta.go.tz/csee/csee.htm","S4490 MBEZA","https://matokeo.necta.go.tz/csee/results/s4490.htm","S4490/0001","F","26","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   CHEM - 'D'   BIO - 'D'   B/MATH - 'F'","S4490 MBEZA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 5;  DIV-III = 17;  DIV-IV = 24;  DIV-0 = 0"
"1548667509-2740","https://matokeo.necta.go.tz/csee/csee.htm","S2510 ISTIQAMA","https://matokeo.necta.go.tz/csee/results/s2510.htm","S2510/0001","F","32","IV","CIV - 'D'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S2510 ISTIQAMA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 5;  DIV-IV = 15;  DIV-0 = 2"
"1548665857-2367","https://matokeo.necta.go.tz/csee/csee.htm","S2898 CHIHANGA","https://matokeo.necta.go.tz/csee/results/s2898.htm","S2898/0001","F","34","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S2898 CHIHANGA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 5;  DIV-IV = 10;  DIV-0 = 1"
"1548674956-4419","https://matokeo.necta.go.tz/csee/csee.htm","S0685 NAMABENGO","https://matokeo.necta.go.tz/csee/results/s0685.htm","S0685/0001","F","31","IV","CIV - 'F'   HIST - 'D'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   BIO - 'F'   B/MATH - 'F'","S0685 NAMABENGO SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 14;  DIV-III = 15;  DIV-IV = 48;  DIV-0 = 10"
"1548660486-999","https://matokeo.necta.go.tz/csee/csee.htm","S4334 DR ASHA ROSE MIGIRO","https://matokeo.necta.go.tz/csee/results/s4334.htm","S4334/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S4334 DR ASHA ROSE MIGIRO SECONDARY SCHOOL","DIV-I = 5;  DIV-II = 15;  DIV-III = 17;  DIV-IV = 19;  DIV-0 = 4"
"1548679449-5778","https://matokeo.necta.go.tz/csee/csee.htm","P0506 UNGWASI  CENTRE","https://matokeo.necta.go.tz/csee/results/p0506.htm","P0506/0001","F","-","IV","CHEM - 'C'   B/MATH - 'D'","P0506 UNGWASI SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 11;  DIV-0 = 2"
"1548678163-5243","https://matokeo.necta.go.tz/csee/csee.htm","P2327 AZIMIO  CENTRE","https://matokeo.necta.go.tz/csee/results/p2327.htm","P2327/0001","F","-","ABS","CIV - 'X'   HIST - 'X'   GEO - 'X'   KISW - 'X'   ENGL - 'X'   LIT ENG - 'X'","P2327 AZIMIO SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 1;  DIV-IV = 15;  DIV-0 = 4"
"1548676334-4694","https://matokeo.necta.go.tz/csee/csee.htm","S0341 SANGU","https://matokeo.necta.go.tz/csee/results/s0341.htm","S0341/0001","F","25","III","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   LIT ENG - 'C'   PHY - 'D'   CHEM - 'D'   BIO - 'C'   B/MATH - 'D'","S0341 SANGU SECONDARY SCHOOL","DIV-I = 5;  DIV-II = 21;  DIV-III = 47;  DIV-IV = 115;  DIV-0 = 33"
"1548660911-1116","https://matokeo.necta.go.tz/csee/csee.htm","S4203 MERU PEAK","https://matokeo.necta.go.tz/csee/results/s4203.htm","S4203/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   BIO - 'F'   B/MATH - 'F'","S4203 MERU PEAK  SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 1;  DIV-III = 0;  DIV-IV = 6;  DIV-0 = 0"
"1548671035-3554","https://matokeo.necta.go.tz/csee/csee.htm","S1655 MSIMBATI","https://matokeo.necta.go.tz/csee/results/s1655.htm","S1655/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'C'   ENGL - 'D'   BIO - 'F'   B/MATH - 'F'","S1655 MSIMBATI SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 16;  DIV-0 = 6"
"1548678772-5497","https://matokeo.necta.go.tz/csee/csee.htm","P1196 KIKUYU  CENTRE","https://matokeo.necta.go.tz/csee/results/p1196.htm","P1196/0001","F","-","0","GEO - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","P1196 KIKUYU SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 38;  DIV-0 = 22"
"1548679058-5614","https://matokeo.necta.go.tz/csee/csee.htm","P0851 USANGI DAY  CENTRE","https://matokeo.necta.go.tz/csee/results/p0851.htm","P0851/0001","F","30","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'B'   ENGL - 'C'   BIO - 'F'   B/MATH - 'F'","P0851 USANGI DAY SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 12;  DIV-0 = 7"
"1548670577-3455","https://matokeo.necta.go.tz/csee/csee.htm","S1755 UONDWE","https://matokeo.necta.go.tz/csee/results/s1755.htm","S1755/0001","F","32","IV","CIV - 'F'   GEO - 'F'   E/D/KIISLAMU - 'F'   KISW - 'D'   ENGL - 'D'   PHY - 'F'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S1755 UONDWE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 2;  DIV-IV = 28;  DIV-0 = 21"
"1548658012-468","https://matokeo.necta.go.tz/csee/csee.htm","S4959 TUNYENYE","https://matokeo.necta.go.tz/csee/results/s4959.htm","S4959/0001","F","27","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'C'   CHEM - 'F'   BIO - 'D'   B/MATH - 'F'","S4959 TUNYENYE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 6;  DIV-IV = 8;  DIV-0 = 4"
"1548659389-768","https://matokeo.necta.go.tz/csee/csee.htm","S4602 STEVEN KIBONA","https://matokeo.necta.go.tz/csee/results/s4602.htm","S4602/0001","F","33","IV","CIV - 'F'   HIST - 'D'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   LIT ENG - 'F'   BIO - 'F'   B/MATH - 'F'","S4602 STEVEN KIBONA SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 6;  DIV-IV = 17;  DIV-0 = 15"
"1548662912-1719","https://matokeo.necta.go.tz/csee/csee.htm","S3554 MATEMWE","https://matokeo.necta.go.tz/csee/results/s3554.htm","S3554/0001","F","32","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   E/D/KIISLAMU - 'D'   KISW - 'D'   ENGL - 'F'   ARABIC LANGUAGE - 'D'   BIO - 'F'   B/MATH - 'F'","S3554 MATEMWE SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 8;  DIV-0 = 12"
"1548669030-3090","https://matokeo.necta.go.tz/csee/csee.htm","S2142 KAZE HILL","https://matokeo.necta.go.tz/csee/results/s2142.htm","S2142/0001","F","28","IV","CIV - 'D'   HIST - 'D'   GEO - 'D'   KISW - 'C'   ENGL - 'D'   BIO - 'D'   B/MATH - 'F'","S2142 KAZE HILL SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 0;  DIV-III = 13;  DIV-IV = 33;  DIV-0 = 69"
"1548674838-4398","https://matokeo.necta.go.tz/csee/csee.htm","S0709 BUKONGO","https://matokeo.necta.go.tz/csee/results/s0709.htm","S0709/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'C'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S0709 BUKONGO SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 10;  DIV-III = 13;  DIV-IV = 59;  DIV-0 = 48"
"1548663812-1916","https://matokeo.necta.go.tz/csee/csee.htm","S3354 MWAMALILI","https://matokeo.necta.go.tz/csee/results/s3354.htm","S3354/0001","F","22","III","CIV - 'C'   HIST - 'C'   GEO - 'C'   KISW - 'C'   ENGL - 'C'   LIT ENG - 'D'   PHY - 'D'   CHEM - 'D'   BIO - 'C'   B/MATH - 'D'","S3354 MWAMALILI SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 1;  DIV-III = 6;  DIV-IV = 26;  DIV-0 = 3"
"1548659943-884","https://matokeo.necta.go.tz/csee/csee.htm","S4471 KIBWEHERI","https://matokeo.necta.go.tz/csee/results/s4471.htm","S4471/0001","F","33","IV","CIV - 'D'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'F'   BIO - 'F'   B/MATH - 'F'","S4471 KIBWEHERI SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 3;  DIV-III = 5;  DIV-IV = 28;  DIV-0 = 11"
"1548666672-2543","https://matokeo.necta.go.tz/csee/csee.htm","S2718 KIROGO","https://matokeo.necta.go.tz/csee/results/s2718.htm","S2718/0001","F","35","0","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'F'   ENGL - 'F'   PHY - 'F'   CHEM - 'F'   BIO - 'F'   B/MATH - 'F'","S2718 KIROGO SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 0;  DIV-III = 5;  DIV-IV = 8;  DIV-0 = 2"
"1548657362-336","https://matokeo.necta.go.tz/csee/csee.htm","S5105 UMAWANJO","https://matokeo.necta.go.tz/csee/results/s5105.htm","S5105/0001","M","19","II","CIV - 'C'   HIST - 'C'   GEO - 'C'   KISW - 'B'   ENGL - 'B'   PHY - 'D'   CHEM - 'C'   BIO - 'C'   B/MATH - 'D'","S5105 UMAWANJO SECONDARY SCHOOL","DIV-I = 14;  DIV-II = 25;  DIV-III = 1;  DIV-IV = 0;  DIV-0 = 0"
"1548679062-5616","https://matokeo.necta.go.tz/csee/csee.htm","P0849 MOREMBE DAY  CENTRE","https://matokeo.necta.go.tz/csee/results/p0849.htm","P0849/0001","F","-","ABS","PHY - 'X'   CHEM - 'X'   BIO - 'X'   B/MATH - 'X'","P0849 MOREMBE DAY SECONDARY SCHOOL CENTRE","DIV-I = 0;  DIV-II = 0;  DIV-III = 0;  DIV-IV = 30;  DIV-0 = 29"
"1548662811-1698","https://matokeo.necta.go.tz/csee/csee.htm","S3575 BARGISH","https://matokeo.necta.go.tz/csee/results/s3575.htm","S3575/0001","F","29","IV","CIV - 'D'   HIST - 'D'   GEO - 'F'   KISW - 'C'   ENGL - 'D'   BIO - 'D'   AGRI - 'F'   B/MATH - 'F'","S3575 BARGISH SECONDARY SCHOOL","DIV-I = 1;  DIV-II = 8;  DIV-III = 16;  DIV-IV = 63;  DIV-0 = 13"
"1548672210-3834","https://matokeo.necta.go.tz/csee/csee.htm","S1340 LWANGWA","https://matokeo.necta.go.tz/csee/results/s1340.htm","S1340/0001","F","32","IV","CIV - 'D'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   BIO - 'F'   B/MATH - 'F'   COMM - 'F'   B/KEEPING - 'F'","S1340 LWANGWA SECONDARY SCHOOL","DIV-I = 2;  DIV-II = 18;  DIV-III = 18;  DIV-IV = 59;  DIV-0 = 18"
"1548661961-1507","https://matokeo.necta.go.tz/csee/csee.htm","S3786 UPUGE","https://matokeo.necta.go.tz/csee/results/s3786.htm","S3786/0001","F","33","IV","CIV - 'F'   HIST - 'F'   GEO - 'F'   KISW - 'D'   ENGL - 'D'   BIO - 'F'   B/MATH - 'F'","S3786 UPUGE  SECONDARY SCHOOL","DIV-I = 0;  DIV-II = 2;  DIV-III = 2;  DIV-IV = 11;  DIV-0 = 11"
